,snapshot,timestamp,real_progress,reg_est_prog,feedback_text,code
28,29,2020-09-23 00:41:55,0.8811790484868449,0.8158,success,"import turtle
wn = turtle.Screen()
wn.bgcolor(""lightgreen"")

ans = turtle.Turtle()
ans.shape(""turtle"")
ans.penup()
for size in range(12):
    ans.forward(100)
    ans.stamp()
    ans.forward(-100)
    ans.right(36)

#for i in range(12):
    #ans.forward(130)
    #ans.left(140)
    #ans.color(""blue"")
    


"
29,30,2020-09-23 00:42:23,0.8800547550604108,0.8237,success,"import turtle
wn = turtle.Screen()
wn.bgcolor(""lightgreen"")

ans = turtle.Turtle()
ans.shape(""turtle"")
ans.penup()
for size in range(12):
    ans.forward(100)
    ans.stamp()
    ans.forward(-140)
    ans.right(36)

#for i in range(12):
    #ans.forward(130)
    #ans.left(140)
    #ans.color(""blue"")
    


"
30,31,2020-09-23 00:42:54,0.8618121018195928,0.8298,success,"import turtle
wn = turtle.Screen()
wn.bgcolor(""lightgreen"")

ans = turtle.Turtle()
ans.shape(""turtle"")
ans.penup()
for size in range(12):
    ans.forward(120)
    ans.stamp()
    ans.forward(-120)
    ans.right(36)

#for i in range(12):
    #ans.forward(130)
    #ans.left(140)
    #ans.color(""blue"")
    


"
31,32,2020-09-23 00:43:12,0.7945531503479845,0.8191,success,"import turtle
wn = turtle.Screen()
wn.bgcolor(""lightgreen"")

ans = turtle.Turtle()
ans.shape(""turtle"")
ans.penup()
for size in range(13):
    ans.forward(120)
    ans.stamp()
    ans.forward(-120)
    ans.right(36)

#for i in range(12):
    #ans.forward(130)
    #ans.left(140)
    #ans.color(""blue"")
    


"
32,33,2020-09-23 00:43:34,0.7962032675921489,0.8471,success,"import turtle
wn = turtle.Screen()
wn.bgcolor(""lightgreen"")

ans = turtle.Turtle()
ans.shape(""turtle"")
ans.penup()
for size in range(1,13):
    ans.forward(120)
    ans.stamp()
    ans.forward(-120)
    ans.right(36)

#for i in range(12):
    #ans.forward(130)
    #ans.left(140)
    #ans.color(""blue"")
    


"
33,34,2020-09-23 00:44:08,0.7987731450546955,0.8451,success,"import turtle
wn = turtle.Screen()
wn.bgcolor(""lightgreen"")

ans = turtle.Turtle()
ans.shape(""turtle"")
ans.penup()
for size in range(1,13):
    ans.forward(120)
    ans.stamp()
    ans.forward(-140)
    ans.right(36)

#for i in range(12):
    #ans.forward(130)
    #ans.left(140)
    #ans.color(""blue"")
    


"
34,35,2020-09-23 00:44:39,0.7933001943903597,0.8517,success,"import turtle
wn = turtle.Screen()
wn.bgcolor(""lightgreen"")

ans = turtle.Turtle()
ans.shape(""turtle"")
ans.penup()
for size in range(1,13):
    ans.forward(130)
    ans.stamp()
    ans.forward(-140)
    ans.right(36)

#for i in range(12):
    #ans.forward(130)
    #ans.left(140)
    #ans.color(""blue"")
    


"
35,36,2020-09-23 00:45:01,0.7961933463565782,0.8462,success,"import turtle
wn = turtle.Screen()
wn.bgcolor(""lightgreen"")

ans = turtle.Turtle()
ans.shape(""turtle"")
ans.penup()
for size in range(1,13):
    ans.forward(130)
    ans.stamp()
    ans.forward(-140)
    ans.right(40)

#for i in range(12):
    #ans.forward(130)
    #ans.left(140)
    #ans.color(""blue"")
    


"
36,37,2020-09-23 00:45:29,0.7968659434984551,0.8191,success,"import turtle
wn = turtle.Screen()
wn.bgcolor(""lightgreen"")

ans = turtle.Turtle()
ans.shape(""turtle"")
ans.penup()
for size in range(13):
    ans.forward(130)
    ans.stamp()
    ans.forward(-140)
    ans.right(40)

#for i in range(12):
    #ans.forward(130)
    #ans.left(140)
    #ans.color(""blue"")
    


"
37,38,2020-09-23 00:46:04,0.8680844759683839,0.8608,success,"import turtle
wn = turtle.Screen()
wn.bgcolor(""lightgreen"")

ans = turtle.Turtle()
ans.shape(""turtle"")
ans.penup()
for size in range(12):
    ans.forward(130)
    ans.stamp()
    ans.forward(-140)
    ans.right(40)

#for i in range(12):
    #ans.forward(130)
    #ans.left(140)
    #ans.color(""blue"")
    


"
38,39,2020-09-23 00:46:40,0.8796432203232911,0.8801,success,"import turtle
wn = turtle.Screen()
wn.bgcolor(""lightgreen"")

ans = turtle.Turtle()
ans.shape(""turtle"")
ans.penup()
for size in range(12):
    ans.forward(130)
    ans.stamp()
    ans.forward(-140)
    ans.right(40)
    ans.forward(50)
    

#for i in range(12):
    #ans.forward(130)
    #ans.left(140)
    #ans.color(""blue"")
    


"
39,40,2020-09-23 00:47:46,0.7495594974942414,0.794,success,"import turtle
wn = turtle.Screen()
wn.bgcolor(""lightgreen"")

ans = turtle.Turtle()
ans.shape(""turtle"")
ans.penup()
for size in range(9):
    ans.forward(130)
    ans.stamp()
    ans.forward(-140)
    ans.right(40)
    

#for i in range(12):
    #ans.forward(130)
    #ans.left(140)
    #ans.color(""blue"")
    


"
40,41,2020-09-23 00:48:19,0.8680844759683839,0.8608,success,"import turtle
wn = turtle.Screen()
wn.bgcolor(""lightgreen"")

ans = turtle.Turtle()
ans.shape(""turtle"")
ans.penup()
for size in range(12):
    ans.forward(130)
    ans.stamp()
    ans.forward(-140)
    ans.right(40)
    

#for i in range(12):
    #ans.forward(130)
    #ans.left(140)
    #ans.color(""blue"")
    


"
41,42,2020-09-23 00:48:40,0.8813170112345134,0.8139,success,"import turtle
wn = turtle.Screen()
wn.bgcolor(""lightgreen"")

ans = turtle.Turtle()
ans.shape(""turtle"")
ans.penup()
for size in range(12):
    ans.forward(140)
    ans.stamp()
    ans.forward(-140)
    ans.right(40)
    

#for i in range(12):
    #ans.forward(130)
    #ans.left(140)
    #ans.color(""blue"")
    


"
42,43,2020-09-23 00:48:58,0.8594126997697752,0.8315,success,"import turtle
wn = turtle.Screen()
wn.bgcolor(""lightgreen"")

ans = turtle.Turtle()
ans.shape(""turtle"")
ans.penup()
for size in range(12):
    ans.forward(160)
    ans.stamp()
    ans.forward(-140)
    ans.right(40)
    

#for i in range(12):
    #ans.forward(130)
    #ans.left(140)
    #ans.color(""blue"")
    


"
43,44,2020-09-23 00:49:34,0.8813170112345134,0.8139,success,"import turtle
wn = turtle.Screen()
wn.bgcolor(""lightgreen"")

ans = turtle.Turtle()
ans.shape(""turtle"")
ans.penup()
for size in range(12):
    ans.forward(140)
    ans.stamp()
    ans.forward(-140)
    ans.right(40)
    

#for i in range(12):
    #ans.forward(130)
    #ans.left(140)
    #ans.color(""blue"")
    


"
44,45,2020-09-23 00:49:55,0.7678272361894964,0.6896,success,"import turtle
wn = turtle.Screen()
wn.bgcolor(""lightgreen"")

ans = turtle.Turtle()
ans.shape(""turtle"")
ans.penup()
for size in range(14):
    ans.forward(140)
    ans.stamp()
    ans.forward(-140)
    ans.right(40)
    

#for i in range(12):
    #ans.forward(130)
    #ans.left(140)
    #ans.color(""blue"")
    


"
45,46,2020-09-23 00:50:43,0.7847058976521983,0.6899,success,"import turtle
wn = turtle.Screen()
wn.bgcolor(""lightgreen"")

ans = turtle.Turtle()
ans.shape(""turtle"")
ans.penup()
for size in range(14):
    ans.forward(50)
    ans.stamp()
    ans.forward(-50)
    ans.right(40)
    

#for i in range(12):
    #ans.forward(130)
    #ans.left(140)
    #ans.color(""blue"")
    


"
46,47,2020-09-23 00:51:03,0.7778190699596399,0.6887,success,"import turtle
wn = turtle.Screen()
wn.bgcolor(""lightgreen"")

ans = turtle.Turtle()
ans.shape(""turtle"")
ans.penup()
for size in range(14):
    ans.forward(100)
    ans.stamp()
    ans.forward(-100)
    ans.right(40)
    

#for i in range(12):
    #ans.forward(130)
    #ans.left(140)
    #ans.color(""blue"")
    


"
47,48,2020-09-23 00:52:06,0.8930669866034232,0.8141,success,"import turtle
wn = turtle.Screen()
wn.bgcolor(""lightgreen"")

ans = turtle.Turtle()
ans.shape(""turtle"")
ans.penup()
for size in range(12):
    ans.forward(100)
    ans.stamp()
    ans.forward(-100)
    ans.stamp()
    ans.right(40)
    
    

#for i in range(12):
    #ans.forward(130)
    #ans.left(140)
    #ans.color(""blue"")
    


"
48,49,2020-09-23 00:52:30,0.8895331642543588,0.8059,success,"import turtle
wn = turtle.Screen()
wn.bgcolor(""lightgreen"")

ans = turtle.Turtle()
ans.shape(""turtle"")
ans.penup()
for size in range(12):
    ans.stamp
    ans.forward(100)
    ans.stamp()
    ans.forward(-100)
    ans.stamp()
    ans.right(40)
    
    

#for i in range(12):
    #ans.forward(130)
    #ans.left(140)
    #ans.color(""blue"")
    


"
49,50,2020-09-23 00:53:00,0.9017172596346353,0.8145,success,"import turtle
wn = turtle.Screen()
wn.bgcolor(""lightgreen"")

ans = turtle.Turtle()
ans.shape(""turtle"")
ans.penup()
for size in range(12):
    ans.stamp
    ans.forward(150)
    ans.stamp()
    ans.forward(-150)
    ans.stamp()
    ans.right(40)
    
    

#for i in range(12):
    #ans.forward(130)
    #ans.left(140)
    #ans.color(""blue"")
    


"
50,51,2020-09-23 00:53:31,0.8932762205655654,0.7954,success,"import turtle
wn = turtle.Screen()
wn.bgcolor(""lightgreen"")

ans = turtle.Turtle()
ans.shape(""turtle"")
ans.penup()
for size in range(12):
    ans.stamp
    ans.forward(150)
    ans.stamp()
    ans.forward(-150)
    ans.stamp()
    ans.right(40)
    ans.stamp
    
    

#for i in range(12):
    #ans.forward(130)
    #ans.left(140)
    #ans.color(""blue"")
    


"
51,52,2020-09-23 00:54:29,0.8884148581307838,0.8644,TimeLimitError: Program exceeded run time limit. on line 17,"import turtle
wn = turtle.Screen()
wn.bgcolor(""lightgreen"")

ans = turtle.Turtle()
ans.shape(""turtle"")
ans.penup()
for size in range(12):
    ans.stamp
    ans.forward(150)
    ans.stamp()
    ans.forward(-150)
    ans.stamp()
    ans.right(40)
    ans.stamp
    ans.stamp
    ans.forward(150)
    ans.stamp()
    ans.forward(-150)
    ans.stamp()
    ans.right(40)
    ans.stamp
    
    

#for i in range(12):
    #ans.forward(130)
    #ans.left(140)
    #ans.color(""blue"")
    


"
52,53,2020-09-23 00:57:25,0.9333910925891061,0.8538,SyntaxError: bad input on line 16,"import turtle
wn = turtle.Screen()
wn.bgcolor(""lightgreen"")

ans = turtle.Turtle()
ans.shape(""turtle"")
ans.penup()
for size in range(12):
    ans.stamp
    ans.forward(150)
    ans.stamp()
    ans.forward(-150)
    ans.stamp()
    ans.right(40)
    ans.stamp
    ans.color(""blue)
    
    
    

#for i in range(12):
    #ans.forward(130)
    #ans.left(140)
    #ans.color(""blue"")
    


"
53,54,2020-09-23 00:57:52,0.939779055415603,0.86,success,"import turtle
wn = turtle.Screen()
wn.bgcolor(""lightgreen"")

ans = turtle.Turtle()
ans.shape(""turtle"")
ans.penup()
for size in range(12):
    ans.stamp
    ans.forward(150)
    ans.stamp()
    ans.forward(-150)
    ans.stamp()
    ans.right(40)
    ans.stamp
    ans.color(""blue"")
    
    
    

#for i in range(12):
    #ans.forward(130)
    #ans.left(140)
    #ans.color(""blue"")
    


"
54,55,2020-09-23 00:58:59,1.0,0.8775,success,"import turtle
wn = turtle.Screen()
wn.bgcolor(""lightgreen"")

ans = turtle.Turtle()
ans.shape(""turtle"")
ans.penup()
for size in range(12):
    ans.forward(150)
    ans.stamp()
    ans.forward(-150)
    ans.stamp()
    ans.right(40)
    ans.stamp
    ans.color(""blue"")
    
    
    

#for i in range(12):
    #ans.forward(130)
    #ans.left(140)
    #ans.color(""blue"")
    


"
